,8_de_janeiro_de_2023,abolição,ameaça,armada,associação,atos,atos_antidemocraticos,conduta,congresso_nacional,considerável,constituído,crime,dano,delito,democrático,denuncia,deterioração,direito,emprego,estado,exercício,federal,golpe,governo,grave,grupo,invasão,legitimamente,manifestante,militar,palacio_do_planalto,patrimônio,poder,polícia,praca_dos_tres_poderes,prejuízo,prática,prédio,público,qualificado,relatório,república,réu,sede,tentativa,tombado,união,violencia,voto,vítima
relatório,0.30928616622159705,0.0,0.0,0.0,0.0,0.07697388968781639,0.18959730466219601,0.0,0.0,0.0,0.0,0.0,0.11608971464495564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4281374293531562,0.0,0.0,0.0,0.009434240958659353,0.17278242785498565,0.0,0.09032761352060652,0.07411072933154378,0.0,0.08447459375375221,0.0,0.40374518438636775,0.0,0.14878628596728416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2846198547364078,0.0,0.0,0.0,0.0,0.0,0.0
república,0.0,0.058957263545950385,0.0,0.0,0.0,0.06099963746385006,0.0,0.0,0.061890633593345006,0.0,0.0,0.0,0.0,0.140507681961113,0.051890644843314876,0.0240958191788599,0.0,0.045915151231365636,0.03719923258442953,0.03267841388765293,0.21767142421072505,0.026836352875386382,0.042499620663274264,0.163988606825047,0.0,0.08462456315651394,0.1127720759386445,0.0565522949115444,0.0,0.07254270832470222,0.0,0.0,0.24562709177399797,0.0,0.11955963535999617,0.0,0.06766513672520821,0.0,0.09854659926848205,0.0,0.0,0.0,0.0,0.2822753457693932,0.2352273595772922,0.0,0.0,0.07211552263234165,0.0031054098510081155,0.0
réu,0.0,0.1327964926585277,0.013488282196647182,0.10981747893768384,0.06345680904136274,0.0,0.0,0.1096704649209247,0.0,0.0,0.0941615492044075,0.08103640473703341,0.11459988656043157,0.017109024214757292,0.08938351479863481,0.0,0.11099154404411132,0.07569016514146165,0.001443425557086082,0.09318536939822557,0.0,0.0,0.15066533026806242,0.053410489591691326,0.07973921319529982,0.0,0.0,0.1084553412813753,0.0,0.0,0.0,0.0019243945052915684,0.0,0.0,0.022507172821558695,0.0,0.09334353868117456,0.009306595934331786,0.0,0.21206330412644026,0.0,0.0,0.0,0.0,0.0,0.1599280491321143,0.0,0.1040768617860338,0.007057063094643643,0.0
sede,0.24160546177657427,0.02800150296732386,0.14207036326501193,0.0,0.0,0.0957604478226377,0.18922048538882685,0.0,0.4445277753252718,0.1658340259721444,0.3436034319831592,0.054313523753255724,0.0,0.011996493965222196,0.015296950074202897,0.13259298295188973,0.00897314260422542,0.0,0.3268379539762535,0.0,0.20382145445370783,0.28405375870837274,0.0,0.29112580413196265,0.13521456407413518,0.3163945788519426,0.22221653394732735,0.3670060678402808,0.0,0.12459313922850825,0.17939102723819844,0.16487214973085612,0.3698078559644502,0.1824249137500923,0.3709324803526499,0.13781708568939036,0.005937386104242361,0.21186707730672552,0.07171150056196791,0.0,0.2846198547364078,0.2822753457693932,0.0,0.0,0.0,0.0,0.223804601329767,0.1187256151124645,0.0,0.07906066911526288
tentativa,0.0,0.32317497552773894,0.17072202648571178,0.24405243396940574,0.0,0.006155464905367891,0.013398719241024357,0.04128393950322933,0.0,0.32419000669894427,0.014301414804701538,0.10992528047729302,0.17277188844895072,0.0,0.23951572027170823,0.0,0.23834782511646627,0.2130005085793884,0.0,0.21411728526601845,0.08122234914612374,0.02571399656501818,0.2866569463301741,0.07901991507170344,0.22533602913603623,0.0,0.0,0.11652868684014418,0.0,0.0,0.0,0.1563837123849428,0.025100856706035145,0.0,0.0,0.21315490434972448,0.08182653076831757,0.0,0.0,0.30265754592600796,0.0,0.2352273595772922,0.0,0.0,0.0,0.2657164344914625,0.2914938379986756,0.15386814131045448,0.0,0.34722004696355646
tombado,0.0,0.43010851302347136,0.36748636043805705,0.5480628966370643,0.41386338716533944,0.0,0.0,0.1629138592519575,0.0,0.7580863443717238,0.0,0.21859601926893305,0.6260724864407473,0.14450917755831133,0.33549347293576826,0.12797421268178968,0.8468349950424824,0.32122653834460313,0.3812996767026739,0.2446729707758033,0.0,0.0,0.3241920331966703,0.0,0.4356365574967139,0.0,0.0,0.0,0.0,0.0,0.0,0.6636181336994412,0.0,0.0,0.0,0.6415669725281046,0.1813111432346644,0.0,0.07143969385259051,0.7874151909476726,0.0,0.0,0.1599280491321143,0.0,0.2657164344914625,0.0,0.7126076930195991,0.2775255603802424,0.0,0.7771070542812825
união,0.0,0.4284184782606416,0.5884854913663362,0.4646709353391511,0.34516487043251565,0.0,0.0,0.2833526000848498,0.20944357261705077,0.946049380560164,0.1495394609325045,0.20986757266433484,0.5751593176277832,0.12128445851473071,0.33171792810650874,0.19030372980265323,0.7677474792907607,0.3135023368900656,0.6656099646336444,0.2216527070388708,0.0,0.0,0.28045077645401734,0.0,0.6264337367843215,0.0,0.0,0.17029385439272585,0.0,0.0,0.0,0.6582625989649413,0.0,0.0,0.0,0.8176965058141089,0.163205822827999,0.04547676351664161,0.0,0.7304931813327437,0.0,0.0,0.0,0.223804601329767,0.2914938379986756,0.7126076930195991,0.0,0.35643741531708845,0.0,0.9243166760069204
violencia,0.0,0.3460277270160468,0.35931989026888084,0.2277347959124777,0.1830607785386451,0.0,0.0,0.10757604930257846,0.04734013861957301,0.37298921051990697,0.2851756524537954,0.1307320175684115,0.2437344285056678,0.09838281707463666,0.28110962977677484,0.014805974620494752,0.32698162257313185,0.2613565265335384,0.3602689524227469,0.20638079585901895,0.2623558331970387,0.0,0.21712226212369057,0.2200125811199536,0.3582023741454229,0.007794751980229719,0.0,0.3188542159455828,0.0,0.0,0.0,0.2251253259153181,0.10767847656271555,0.0,0.06833438762941284,0.27116469314150926,0.12101580111063376,0.0,0.020304242777794274,0.35527585197787614,0.0,0.07211552263234165,0.1040768617860338,0.1187256151124645,0.15386814131045448,0.2775255603802424,0.35643741531708845,0.0,0.0,0.3606118299608959
voto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03437604675216007,0.0,0.0,0.001627666080070512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007177992181693438,0.0,0.02364944825623494,0.0,0.0,0.0,0.0402539432474583,0.0054044543958902055,0.0,0.0,0.0,0.0,0.0,0.04097987786162922,0.0,0.0,0.0,0.0,0.0,0.0,0.0031054098510081155,0.007057063094643643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vítima,0.0,0.47202805235745615,0.5910396292609755,0.5122945934023814,0.3799991752667306,0.0,0.0,0.3271283318691868,0.10326872776485269,1.0,0.0,0.21418251608885028,0.5945084779986065,0.15144298903242995,0.3638720309551363,0.2002903595217846,0.8010423655500901,0.3452183407319257,0.657068337371477,0.24299251888898502,0.0,0.0,0.3228630657202091,0.0,0.6306265788941517,0.0,0.0,0.0,0.0,0.0,0.0,0.6452267510999737,0.0,0.0,0.0,0.8781240832182788,0.19644595705644805,0.0,0.0,0.7697369414357266,0.0,0.0,0.0,0.07906066911526288,0.34722004696355646,0.7771070542812825,0.9243166760069204,0.3606118299608959,0.0,0.0
