,8_de_janeiro_de_2023,abolição,ameaça,armada,associação,atos,atos_antidemocraticos,brasília,conduta,congresso_nacional,considerável,constituído,crime,dano,delito,democrático,depredação,destruição,deterioração,estado,federal,golpe,governo,grave,grupo,inflamável,invasão,legitimamente,manifestante,militar,objetivo,palacio_do_planalto,patrimônio,poder,polícia,praca_dos_tres_poderes,prejuízo,prática,prédio,público,qualificado,relatório,república,réu,sede,substância,tentativa,tombado,violencia,vítima
prédio,0.0,0.0,0.0,0.0,0.0,0.14564991748418915,0.0,0.05667136286237115,0.06677007865592782,0.379036973115057,0.0,0.048131022716066375,0.0,0.0,0.0,0.0,0.52374122522655,0.1973769975710877,0.0,0.0,0.0,0.0,0.003982882625422567,0.014548740221416575,0.054220694715002835,0.0,0.3673577660140842,0.04541477246796384,0.007362351499931496,0.0,0.0,0.2860685558097182,0.0,0.02719347461804609,0.0,0.20949995282689324,0.0,0.0,0.0,0.3830066647641834,0.0,0.0,0.0,0.0031229860284147284,0.1977850228709529,0.0,0.0,0.0,0.0,0.0
público,0.11219027461823006,0.0,0.019471549449416908,0.05916990238245869,0.0,0.1520823659858625,0.0,0.0,0.0,0.022389364289427276,0.0,0.06624141063135949,0.0,0.07990106659672512,0.0,0.0,0.26622600184117756,0.2741511284500676,0.0,0.0,0.19276436081996232,0.0,0.1333985348964464,0.0837730113781029,0.07356531815561049,0.0,0.20136800342087405,0.16015883704455308,0.0,0.0,0.12523263119643574,0.06454712062882569,0.3158621948494411,0.029788016235498475,0.0,0.20757672709051242,0.0,0.0,0.3830066647641834,0.0,0.0,0.0,0.0,0.0,0.027709788159573232,0.0,0.0,0.1564306661586418,0.029675851885374888,0.0
qualificado,0.0,0.47498112709766854,0.4422221528771637,0.5547267626082859,0.4437307209840498,0.0,0.0,0.0,0.3027084272672288,0.0,0.68087962603409,0.0,0.23790974071726367,0.6268363605103049,0.14697029899947486,0.425858653294855,0.0,0.0,0.6546040675166014,0.31316808952615427,0.0,0.3536081059459939,0.0,0.4892280602087231,0.0,0.6510252643708518,0.0,0.0,0.0,0.0,0.0,0.0,0.5687705789000985,0.0,0.0,0.0,0.5938819392027251,0.23322942856165327,0.0,0.0,0.0,0.0,0.0,0.09008593432399821,0.0,0.6546285458410606,0.32280423142669207,0.6991063656308303,0.3543839378853735,0.6600308741999371
relatório,0.29937430606387716,0.0,0.0,0.0,0.0,0.11681482044148886,0.18612056848767017,0.2567767014641937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450469570098817,0.0,0.0,0.0,0.0,0.0,0.1141464490465917,0.0,0.0,0.14167956475351584,0.013383809223909608,0.0,0.07746513137889022,0.0,0.3953180256196862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3086064094695355,0.0,0.0,0.0,0.0,0.0
república,0.0,0.11594288898422704,0.0,0.0,0.0,0.0,0.09407629725412567,0.0,0.024164948335195696,0.07028757434658407,0.0,0.0,0.0,0.0,0.08555830367656853,0.07849803773072768,0.013651991260845356,0.0,0.0,0.04444872646700234,0.0,0.08667447900728834,0.12807869205158387,0.0,0.14089624545381438,0.0,0.01229873769987201,0.0,0.0,0.0,0.303788150503676,0.0,0.0,0.23007185734490468,0.0,0.01110308214235708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04460830907071714,0.31140985745139216,0.0,0.28074100200600766,0.0,0.07041028895236909,0.0
réu,0.0,0.10175750886098055,0.0,0.11740362623011472,0.08745581508642727,0.0,0.0,0.0,0.1537531684297458,0.0,0.0,0.0,0.08562963597792736,0.009256362738557886,0.0,0.055500063834092395,0.0,0.0,0.0,0.0659067276551196,0.0,0.08505929092939538,0.0,0.0,0.0,0.0,0.018975035389289567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035013445135111496,0.0,0.08846443896375716,0.0031229860284147284,0.0,0.09008593432399821,0.0,0.04460830907071714,0.0,0.0,0.0,0.0,0.00743956672701634,0.05699787809082936,0.0
sede,0.12242281008149228,0.0,0.08796616375242658,0.0,0.045196297745711024,0.1268173812932555,0.1571540755245946,0.20704028368282723,0.0,0.40514696746021384,0.050973499360926065,0.21820088699613513,0.07837355416440067,0.0,0.0,0.0,0.3327964247031231,0.35707464765734703,0.15551508140709178,0.0,0.30985312779915686,0.0,0.13027881529329552,0.0728284577491824,0.2724694935372645,0.11876814327703267,0.15218513059436684,0.20427569953785302,0.0,0.03149085393504814,0.2955176204234738,0.13967700383800197,0.16246348430927396,0.33410660065049885,0.2618470525023287,0.32384076156119085,0.04881706330872261,0.014979836367071172,0.1977850228709529,0.027709788159573232,0.0,0.3086064094695355,0.31140985745139216,0.0,0.0,0.1457092230322976,0.0,0.0,0.04632559065401841,0.0
substância,0.0,0.35795613867200626,0.5783188498618851,0.43746466920854954,0.42129827662951097,0.0,0.0,0.0,0.29957600310379967,0.12601449819645918,0.8231734164976959,0.0,0.15042097227337883,0.5174393883040068,0.09530379101953376,0.3101590064356929,0.0,0.4379787076093495,0.6892975292936395,0.19639993267955,0.0,0.2331255576240357,0.0,0.6049755389007495,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186957543806249,0.0,0.0,0.0,0.7479911425372987,0.03579316900799818,0.0,0.0,0.6546285458410606,0.0,0.0,0.0,0.1457092230322976,0.0,0.0,0.5865150731205472,0.35735310781413415,0.7877095948848082
tentativa,0.0,0.326951046677437,0.1589612408393811,0.3175946644806218,0.0,0.02604352657327308,0.05322764940359262,0.0,0.012334749627215721,0.0,0.2993485522127414,0.04024540399461,0.13475487811525605,0.22279853273976571,0.0,0.2613120289049165,0.0,0.0,0.1864522983695543,0.20297901126608495,0.0,0.2706318766422524,0.0,0.21458934472143396,0.0,0.0,0.0,0.11071922152556977,0.0,0.0,0.0,0.0,0.17191016475355558,0.0,0.0,0.0,0.20579061862921696,0.11106341944589701,0.0,0.0,0.32280423142669207,0.0,0.28074100200600766,0.0,0.0,0.0,0.0,0.24298631193656442,0.18294857576228296,0.29306343565531506
tombado,0.0,0.35801462237523046,0.38986585047722966,0.47393469631432356,0.2780780943351283,0.0,0.0,0.0,0.0,0.0,0.6942448299897181,0.0,0.13858695642645028,0.5793390170177531,0.20946734825975308,0.3492899445937863,0.0,0.292199492237791,0.8119630733521565,0.25888720600753995,0.0,0.29664358238828614,0.0,0.4532099288136062,0.0,0.6002096690349576,0.0,0.0,0.0,0.0,0.0,0.0,0.6713576801136314,0.0,0.0,0.0,0.6409615827337807,0.0,0.0,0.1564306661586418,0.6991063656308303,0.0,0.0,0.00743956672701634,0.0,0.5865150731205472,0.24298631193656442,0.0,0.2858566966877114,0.7267296182126686
violencia,0.0,0.34120791365811437,0.36350273107492265,0.271287329641652,0.20793575567910225,0.0,0.0,0.02083527050153415,0.1332782089979166,0.018369289219281295,0.3667407748534499,0.28424924837755683,0.1390650234575174,0.2666305948820331,0.1015073593704322,0.28647429982421857,0.0,0.08533903993442683,0.32595747208742315,0.2113581769959431,0.0,0.20499034559494553,0.20461777560812341,0.36662338289489205,0.0,0.35411044479246073,0.0,0.30875473580265794,0.0,0.0,0.0,0.0,0.2503958830614927,0.03771804553323401,0.0,0.06057304646892471,0.29159399470514136,0.15193653022277287,0.0,0.029675851885374888,0.3543839378853735,0.0,0.07041028895236909,0.05699787809082936,0.04632559065401841,0.35735310781413415,0.18294857576228296,0.2858566966877114,0.0,0.34338646051682137
vítima,0.0,0.3596597140799103,0.5543586665770213,0.4103604975621957,0.26727160520498633,0.0,0.0,0.0,0.1569175415436167,0.05714603988637189,0.8858796182129661,0.0,0.08919097015806202,0.5301195798015212,0.0915979288916338,0.3352267150891498,0.0,0.07353083651330672,0.744595574088296,0.21949674634223518,0.0,0.25788511784732654,0.0,0.5829925253967027,0.0,0.8053959098354867,0.0,0.0,0.0,0.0,0.0,0.0,0.6345371940012174,0.0,0.0,0.0,0.8272400169254625,0.0,0.0,0.0,0.6600308741999371,0.0,0.0,0.0,0.0,0.7877095948848082,0.29306343565531506,0.7267296182126686,0.34338646051682137,0.0
